recipe_id,recipe_name,average_rating,ingredients,instructions
254262,Tonkatsu Shoyu Ramen (Pork Cutlet Soy Sauce Ramen),4.0,"['egg', 'spicy sesame oil', 'boneless pork chop slices', 'olive oil', 'black sesame seeds', 'leaves fresh basil', 'leaf fresh sage chopped divided', 'instant ramen noodles (such as Shirakiku®) seasoning packet discarded', 'shredded dried kombu', 'bonito soup stock (such as Hondashi®)', 'soy sauce (shoyu)', 'white miso paste with dashi', 'Toppings:', 'fish paste stick (naruto)', 'tonkatsu sauce', 'sushi ginger (shoga) finely chopped', 'green onion', 'ground black pepper']","To prepare Tonkatsu Shoyu Ramen, start by boiling an egg until it's soft-boiled. Peel and slice it in half. In a skillet, heat spicy sesame oil over medium-high heat and cook boneless pork chop slices until golden brown and cooked through. Set aside. In the same skillet, add olive oil and toast black sesame seeds until fragrant. Remove from heat and set aside. In a pot, bring water to a boil and cook instant ramen noodles according to package instructions, discarding the seasoning packet. Add shredded dried kombu and bonito soup stock to enhance flavor. In a separate bowl, mix soy sauce, white miso paste with dashi, and half of the chopped fresh sage. Pour the mixture into the pot and stir well. Serve the ramen noodles in bowls, then top with the cooked pork slices, soft-boiled egg halves, fish paste stick, tonkatsu sauce, chopped sushi ginger, green onions, ground black pepper, toasted black sesame seeds, and remaining chopped fresh sage. Enjoy your flavorful Tonkatsu Shoyu Ramen!"
228310,Quick and Creamy Pasta Carbonara,4.5,"['rigatoni pasta', 'bacon strips', 'garlic', 'milk', 'cream cheese', 'butter', 'freshly shredded Parmesan cheese', 'fresh green peas', 'diced cooked ham']","To prepare Quick and Creamy Pasta Carbonara, start by cooking rigatoni pasta according to package instructions until al dente. While the pasta is cooking, cook bacon strips in a skillet until crispy, then remove and chop them. In the same skillet, sauté minced garlic until fragrant. Reduce heat and add milk, cream cheese, and butter to the skillet, stirring until the cream cheese and butter are melted and the mixture is smooth. Add freshly shredded Parmesan cheese and stir until melted. Toss the cooked pasta in the creamy sauce until well coated. Stir in fresh green peas and diced cooked ham. Serve hot, topped with the chopped crispy bacon. Enjoy your delicious Quick and Creamy Pasta Carbonara!"
215790,Bacon and Mushroom Spaghetti,3.5,"['dry spaghetti', 'bacon', 'large sweet onion (such as Vidalia®)', 'sliced mushrooms drained', 'tomato sauce']","To prepare Bacon and Mushroom Spaghetti, start by cooking dry spaghetti according to package instructions until al dente. While the spaghetti is cooking, cook bacon until crispy in a skillet, then remove and chop it. In the same skillet, sauté thinly sliced large sweet onion until softened, then add drained sliced mushrooms and cook until they release their moisture. Add tomato sauce to the skillet and stir until heated through. Once the spaghetti is cooked, drain it and add it to the skillet with the sauce. Toss the spaghetti until well coated with the sauce. Serve hot, topped with the chopped crispy bacon. Enjoy your delicious Bacon and Mushroom Spaghetti!"
11680,Italian Spaghetti with Ham,4.4,"['spaghetti', 'sliced ham diced', 'garlic', 'butter', 'grated Parmesan cheese', 'eggs lightly beaten', 'sliced black olives', 'chopped parsley', 'salt to taste', 'butter']","To prepare Italian Spaghetti with Ham, start by cooking spaghetti according to package instructions until al dente. While the spaghetti is cooking, sauté diced sliced ham and minced garlic in butter until the ham is lightly browned. In a separate bowl, mix grated Parmesan cheese with lightly beaten eggs. Once the spaghetti is cooked, drain it and return it to the pot. Immediately add the egg and cheese mixture to the hot spaghetti and toss until the spaghetti is evenly coated and the eggs are cooked by the residual heat. Stir in sliced black olives, chopped parsley, and salt to taste. Serve hot, topped with an extra sprinkle of grated Parmesan cheese if desired. Enjoy your flavorful Italian Spaghetti with Ham!"
19356,Spaghetti Italian,4.4,"['Italian sausage', 'tomato sauce', 'diced tomatoes', 'bay leaves', 'Italian seasoning', 'garlic powder', 'dried basil', 'dried oregano', 'salt and pepper to taste', 'spaghetti']","To prepare Spaghetti Italian, start by cooking Italian sausage in a large skillet over medium heat until browned and cooked through. Drain any excess fat from the skillet. Add tomato sauce, diced tomatoes, bay leaves, Italian seasoning, garlic powder, dried basil, dried oregano, salt, and pepper to taste to the skillet with the cooked sausage. Stir well to combine. Simmer the sauce over low heat for about 20-25 minutes, stirring occasionally, to allow the flavors to meld together. Meanwhile, cook spaghetti according to package instructions until al dente. Once the sauce is ready and the spaghetti is cooked, drain the spaghetti and toss it with the sauce until well coated. Serve hot, topped with grated Parmesan cheese and fresh basil leaves if desired. Enjoy your delicious Spaghetti Italian!"
143496,Kimbop (Korean Sushi),4.3,"['uncooked glutinous white rice (sushi rice)', 'water', 'sesame oil', 'salt to taste', 'eggs beaten', 'sheets sushi nori (dry seaweed)', 'cucumber', 'carrot', 'American processed cheese', 'cooked ham cut into thin strips', 'sesame oil']","To prepare Kimbop, start by rinsing uncooked glutinous white rice (sushi rice) under cold water until the water runs clear. Cook the rice according to package instructions, using slightly less water to achieve a firmer texture suitable for rolling. Once cooked, season the rice with a mixture of sesame oil and salt to taste, stirring gently to combine. In a skillet, cook beaten eggs into a thin omelette, then slice it into thin strips. Place a sheet of sushi nori (dry seaweed) shiny side down on a bamboo sushi mat or a clean kitchen towel. Spread a thin layer of seasoned rice evenly over the nori, leaving about an inch of space at the top edge. Arrange thinly sliced cucumber, carrot, American processed cheese, cooked ham strips, and egg strips horizontally across the center of the rice. Using the sushi mat or kitchen towel, tightly roll the nori and rice over the filling, applying gentle pressure as you roll to shape the kimbop. Seal the edge with a little water to secure the roll. Repeat the process with the remaining ingredients. Once all the kimbop rolls are assembled, use a sharp knife to slice them into bite-sized pieces. Serve the kimbop with a dipping sauce made from soy sauce mixed with a little sesame oil. Enjoy your homemade Kimbop!"
19511,Smoked Salmon Sushi Roll,4.7,"['Japanese sushi rice', 'rice wine vinegar', 'sheets nori (dry seaweed)', 'avocado', 'cucumber', 'smoked salmon', 'wasabi paste']","To prepare Smoked Salmon Sushi Roll, start by rinsing Japanese sushi rice under cold water until the water runs clear. Cook the rice according to package instructions, then season it with rice wine vinegar and let it cool to room temperature. Place a sheet of nori (dry seaweed) shiny side down on a bamboo sushi mat or a clean kitchen towel. Spread a thin layer of cooked sushi rice evenly over the nori, leaving about an inch of space at the top edge. Arrange thinly sliced avocado, cucumber, and smoked salmon horizontally across the center of the rice. Add a thin line of wasabi paste for extra flavor. Using the sushi mat or kitchen towel, tightly roll the nori and rice over the filling, applying gentle pressure as you roll to shape the sushi roll. Seal the edge with a little water to secure the roll. Once rolled, use a sharp knife to slice the sushi roll into bite-sized pieces. Serve with soy sauce, pickled ginger, and wasabi on the side. Enjoy your delicious Smoked Salmon Sushi Roll!"
189477,California Roll Sushi,4.3,"['uncooked short-grain white rice', 'water', 'rice vinegar', 'white sugar', 'imitation crabmeat finely chopped', 'mayonnaise', 'sheets nori (dry seaweed)', 'sesame seeds', 'cucumber', 'avocados']","To prepare California Roll Sushi, start by rinsing uncooked short-grain white rice under cold water until the water runs clear. Cook the rice according to package instructions, then season it with a mixture of rice vinegar, white sugar, and a pinch of salt. Let the seasoned rice cool to room temperature. In a bowl, mix finely chopped imitation crabmeat with mayonnaise until well combined. Place a sheet of nori (dry seaweed) shiny side down on a bamboo sushi mat or a clean kitchen towel. Spread a thin layer of cooked sushi rice evenly over the nori, leaving about an inch of space at the top edge. Sprinkle sesame seeds over the rice. Arrange thinly sliced cucumber and avocado horizontally across the center of the rice. Add a line of the crabmeat mixture. Using the sushi mat or kitchen towel, tightly roll the nori and rice over the filling, applying gentle pressure as you roll to shape the sushi roll. Seal the edge with a little water to secure the roll. Once rolled, use a sharp knife to slice the sushi roll into bite-sized pieces. Serve with soy sauce, pickled ginger, and wasabi on the side. Enjoy your delicious California Roll Sushi!"
8537,Chicken Chow Mein,4.0,"['butter', 'chopped mushrooms', 'chopped celery', 'onions', 'garlic powder', 'chicken broth', 'baby corn', 'green beans', 'soy sauce', 'cornstarch', 'cold water', 'cooked cubed chicken meat']","To prepare Chicken Chow Mein, start by heating butter in a large skillet or wok over medium-high heat. Add chopped mushrooms, chopped celery, onions, and a sprinkle of garlic powder to the skillet. Stir-fry until the vegetables are tender-crisp. Pour chicken broth into the skillet and bring to a simmer. Add baby corn, green beans, and soy sauce to the skillet. In a small bowl, mix cornstarch with cold water to make a slurry. Stir the slurry into the skillet to thicken the sauce. Once the sauce has thickened, add cooked cubed chicken meat to the skillet and stir to combine. Continue cooking until the chicken is heated through. Serve the Chicken Chow Mein hot over cooked rice or noodles. Enjoy your delicious Chicken Chow Mein!"
21404,Shrimp Chinese Chow Mein,2.3,"['chopped celery', 'onion', 'red bell pepper', 'fresh shrimp', 'mixed vegetables', 'condensed cream of mushroom soup', 'soy sauce', 'green bell pepper', 'chow mein noodles']","To prepare Shrimp Chinese Chow Mein, start by heating oil in a large skillet or wok over medium-high heat. Add chopped celery, onion, and red bell pepper to the skillet and stir-fry until they begin to soften. Add fresh shrimp to the skillet and cook until they turn pink and opaque. Stir in mixed vegetables and cook until they are heated through. Add condensed cream of mushroom soup and soy sauce to the skillet, stirring until well combined. Add green bell pepper and continue to cook until all ingredients are heated through and the sauce thickens slightly. Meanwhile, cook chow mein noodles according to package instructions until al dente. Drain the noodles and add them to the skillet, tossing to coat them evenly with the shrimp and vegetable mixture. Serve hot and enjoy your delicious Shrimp Chinese Chow Mein!"
244604,Pork Chow Mein,4.4,"['oil', '1-inch pieces pork', 'chopped onion', 'mushrooms sliced', 'chicken broth', 'sliced celery', 'salt', 'black pepper', 'fresh bean sprouts', 'sliced almonds', 'reduced-sodium soy sauce', 'cornstarch']","To prepare Pork Chow Mein, start by heating oil in a large skillet or wok over medium-high heat. Add 1-inch pieces of pork to the skillet and cook until browned on all sides. Remove the pork from the skillet and set aside. In the same skillet, add chopped onion and sliced mushrooms. Stir-fry until the vegetables are tender. Return the cooked pork to the skillet. Add chicken broth, sliced celery, salt, and black pepper to the skillet. Simmer until the pork is cooked through and the vegetables are tender. Stir in fresh bean sprouts and sliced almonds. In a small bowl, mix together reduced-sodium soy sauce and cornstarch to make a slurry. Stir the slurry into the skillet to thicken the sauce. Cook until the sauce is thickened and heated through. Serve hot and enjoy your delicious Pork Chow Mein!"
14681,Vietnamese Beef Pho,4.1,"['quarts beef broth', 'large onion', 'fresh ginger root', 'lemon grass', 'cinnamon stick', 'black peppercorns', 'sirloin tip cut into thin slices', 'bean sprouts', 'fresh basil leaves', 'fresh mint leaves', 'loosely packed cilantro leaves', 'fresh jalapeno peppers', 'limes cut into wedges', 'dried rice noodles', 'hoisin sauce', 'hot pepper sauce', 'fish sauce']","To prepare Vietnamese Beef Pho, start by bringing beef broth to a boil in a large pot. Add a large onion, fresh ginger root (sliced), lemon grass (cut into pieces), a cinnamon stick, and black peppercorns to the pot. Reduce heat and let it simmer for about 30 minutes to infuse the broth with flavors. While the broth is simmering, prepare the toppings and garnishes. Thinly slice sirloin tip and set aside. Rinse bean sprouts, fresh basil leaves, fresh mint leaves, and loosely packed cilantro leaves, and set aside. Slice fresh jalapeno peppers and cut limes into wedges. Cook dried rice noodles according to package instructions until tender. Drain and set aside. Once the broth is ready, strain it to remove the solids, then return it to the pot and bring it back to a simmer. To serve, divide the cooked rice noodles among serving bowls. Top with sliced sirloin tip and pour hot broth over the noodles and beef. Serve immediately with bean sprouts, fresh herbs, jalapeno peppers, lime wedges, hoisin sauce, hot pepper sauce, and fish sauce on the side for each diner to customize their bowl. Enjoy your flavorful Vietnamese Beef Pho!"
245936,Vegetarian Pho (Vietnamese Noodle Soup),5.0,"['Broth:', 'vegetable stock', 'onion', 'soy sauce', 'garlic', 'cinnamon sticks', 'ground ginger', 'pods star anise', 'bay leaves', 'Soup:', 'thin rice noodles (such as Thai Kitchen®)', 'vegetable oil', 'firm tofu drained and cut into 1/4-inch slices', 'enoki mushrooms', 'scallions thinly sliced', 'coarsely chopped cilantro', 'lime cut into wedges', 'jalapeno peppers', 'mung bean sprouts', 'Thai basil leaves']","To make Vegetarian Pho, start by simmering a flavorful broth in a large pot, combining vegetable stock with sliced onion, soy sauce, minced garlic, cinnamon sticks, ground ginger, star anise pods, and bay leaves. Let it simmer for around 30 minutes to develop its rich flavor profile. Meanwhile, cook thin rice noodles until tender and set them aside. In a separate skillet, sauté sliced firm tofu until golden brown, then cook enoki mushrooms until tender. To assemble the soup, divide the cooked rice noodles among serving bowls and top them with the cooked tofu slices and enoki mushrooms. Ladle the hot broth over the noodles and tofu in each bowl. Garnish the Vegetarian Pho with thinly sliced scallions, coarsely chopped cilantro, lime wedges, sliced jalapeno peppers, mung bean sprouts, and Thai basil leaves. Serve hot and enjoy the comforting and flavorful bowl of Vegetarian Pho!"
31972,Peking Duck,4.5,"['duck dressed', 'ground cinnamon', 'ground ginger', 'ground nutmeg', 'ground white pepper', 'ground cloves', 'soy sauce', 'honey', 'orange sliced in rounds', 'chopped fresh parsley', 'green onions', 'plum jam', 'sugar', 'distilled white vinegar', 'finely chopped chutney']","To prepare Peking Duck, start by rinsing and drying the dressed duck. In a small bowl, combine ground cinnamon, ground ginger, ground nutmeg, ground white pepper, and ground cloves to create a spice rub. Rub the spice mixture evenly over the duck, ensuring it's coated on all sides. In another bowl, mix soy sauce and honey to create a glaze. Brush the glaze over the duck. Stuff the cavity of the duck with orange slices, chopped fresh parsley, and green onions. Preheat your oven to the desired temperature. Place the duck on a roasting rack in a roasting pan and roast according to the cooking instructions for duck, usually until the skin is crispy and golden brown and the internal temperature reaches a safe level. While the duck is roasting, prepare the sauce by combining plum jam, sugar, distilled white vinegar, and finely chopped chutney in a saucepan. Cook over medium heat until the mixture thickens into a sauce. Once the duck is done, let it rest for a few minutes before carving. Serve the carved Peking Duck with the sauce on the side. Enjoy your flavorful and aromatic Peking Duck!"
65147,Roasted Duck,4.6,"['salt', 'paprika', 'black pepper', 'duck', 'melted butter']","To prepare Roasted Duck, start by preheating your oven to the desired temperature. In a small bowl, mix salt, paprika, and black pepper to create a seasoning blend. Pat the duck dry with paper towels, then rub the seasoning mixture evenly over the duck, ensuring it's coated on all sides. Place the duck on a roasting rack in a roasting pan. Brush the duck with melted butter to help crisp up the skin and add flavor. Roast the duck in the preheated oven until the skin is crispy and golden brown and the internal temperature reaches a safe level, following the cooking instructions for duck. Once done, remove the duck from the oven and let it rest for a few minutes before carving. Serve the carved Roasted Duck hot, and enjoy its succulent flavor!"
